0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.144028641283512115e-02,1.950812526047229767e-02,-4.154208581894636154e-03,-1.407775878906250000e-01,-3.696441650390625000e-03,-1.232361793518066406e-02
2.400843426585197449e-02,4.164743795990943909e-02,-9.240387007594108582e-03,-2.731971740722656250e-01,-7.038116455078125000e-03,-2.373290061950683594e-02
3.745230659842491150e-02,6.598650664091110229e-02,-1.497816573828458786e-02,-3.973083496093750000e-01,-9.887695312500000000e-03,-3.392761945724487305e-02
5.153387039899826050e-02,9.208738058805465698e-02,-2.110264450311660767e-02,-5.131340026855468750e-01,-1.206970214843750000e-02,-4.260069131851196289e-02
6.603129208087921143e-02,1.195037364959716797e-01,-2.736994251608848572e-02,-6.206932067871093750e-01,-1.352310180664062500e-02,-4.960876703262329102e-02
8.073930442333221436e-02,1.477807909250259399e-01,-3.355881571769714355e-02,-7.199859619140625000e-01,-1.428222656250000000e-02,-5.498045682907104492e-02
9.546822309494018555e-02,1.764553338289260864e-01,-3.946923092007637024e-02,-8.110160827636718750e-01,-1.441955566406250000e-02,-5.885618925094604492e-02
2.010683841646709880e-10,5.777089917557987064e-10,2.534588183777941595e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.266474649310112000e-02,2.207996509969234467e-02,-5.335971247404813766e-03,-1.324195861816406250e-01,-3.341674804687500000e-03,-1.140928268432617188e-02
2.621175162494182587e-02,4.635279253125190735e-02,-1.134342048317193985e-02,-2.565307617187500000e-01,-6.191253662109375000e-03,-2.160400152206420898e-02
4.039665684103965759e-02,7.238373160362243652e-02,-1.775171235203742981e-02,-3.723564147949218750e-01,-8.373260498046875000e-03,-3.027707338333129883e-02
5.499206110835075378e-02,9.972929954528808594e-02,-2.431184612214565277e-02,-4.799156188964843750e-01,-9.826660156250000000e-03,-3.728514909744262695e-02
6.978796422481536865e-02,1.279371976852416992e-01,-3.079803846776485443e-02,-5.792083740234375000e-01,-1.058578491210937500e-02,-4.265683889389038086e-02
8.459079265594482422e-02,1.565463840961456299e-01,-3.700625523924827576e-02,-6.702384948730468750e-01,-1.072311401367187500e-02,-4.653257131576538086e-02
